t,|deltaS|
3650,0.08909
3651,0.1006
3652,0.2073
3653,0.2224
3654,0.2897
3655,0.167
3656,0.2374
3657,0.02709
3658,0.1441
3659,0.3204
3660,0.08909
3661,0.05908
3662,0.05167
3663,0.05231
3664,0.0278
3665,0.0142
3666,0.0901
3667,0.02517
3668,0.05248
3669,0.008891
3670,0.03073
3671,0.05908
3672,0.05167
3673,0.05231
3674,0.0278
3675,0.0142
3676,0.0901
3677,0.02517
3678,0.05248
3679,0.008891
3680,0.03073
3681,0.4077
3682,0.022
3683,0.03044
3684,0.04691
3685,0.219
3686,0.04331
3687,0.06868
3688,0.1355
3689,0.1331
3690,0.08274
3691,0.4077
3692,0.022
3693,0.03044
3694,0.04691
3695,0.219
3696,0.04331
3697,0.06868
3698,0.1355
3699,0.1331
3700,0.08274
3701,0.1768
3702,0.3091
3703,0.007093
3704,0.005898
3705,0.005768
3706,0.125
3707,0.02328
3708,0.06573
3709,0.1247
3710,0.1247
3711,0.05137
3712,0.07331
3713,0.2205
3714,0.2136
3715,0.2417
3716,0.01033
3717,0.165
3718,0.05773
3719,0.02204
3720,0.06724
3721,0.04911
3722,0.01344
3723,0.1648
3724,0.3585
3725,0.04681
3726,0.3232
3727,0.1242
3728,0.01815
3729,0.2773
3730,0.01578
3731,0.07341
3732,0.2466
3733,0.08642
3734,0.0006607
3735,0.1411
3736,0.3071
3737,0.04764
3738,0.06909
3739,0.202
3740,0.225
3741,0.2172
3742,0.2628
3743,0.1272
3744,0.06012
3745,0.1561
3746,0.01786
3747,0.2744
3748,0.1518
3749,0.06469
3750,0.1763
3751,0.01668
3752,0.2019
3753,0.03481
3754,0.2625
3755,0.2877
3756,0.296
3757,0.1926
3758,0.05978
3759,0.1367
3760,0.0805
3761,0.04105
3762,0.123
3763,0.3318
3764,0.05428
3765,0.05264
3766,0.04938
3767,0.1766
3768,0.131
3769,0.1211
3770,0.2458
3771,0.166
3772,0.1955
3773,0.1971
3774,0.08318
3775,0.2655
3776,0.1078
3777,0.06278
3778,0.07307
3779,0.01364
3780,0.03714
3781,0.01253
3782,0.0003053
3783,0.3594
3784,0.2573
3785,0.1751
3786,0.1119
3787,0.05501
3788,0.03382
3789,0.3801
3790,0.2658
3791,0.1282
3792,0.2062
3793,0.2216
3794,0.07095
3795,0.1504
3796,0.04362
3797,0.2953
3798,0.2125
3799,0.2125
3800,0.4485
3801,0.08257
3802,0.133
3803,0.2268
3804,0.168
3805,0.3462
3806,0.2013
3807,0.2474
3808,0.04412
3809,0.06727
3810,0.1706
3811,0.0654
3812,0.2071
3813,0.2462
3814,0.02777
3815,0.0908
3816,0.1872
3817,0.02788
3818,0.3202
3819,0.2835
3820,0.08953
3821,0.02539
3822,0.1577
3823,0.1506
3824,0.2404
3825,0.207
3826,0.3665
3827,0.4994
3828,0.2167
3829,0.06253
3830,0.2269
3831,0.0006438
3832,0.1334
3833,0.01183
3834,0.226
3835,0.1467
3836,0.3344
3837,0.2131
3838,0.2975
3839,0.07492
